playerId,assists,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,evGoals,evPoints,evenStrengthGoalDifference,evenStrengthGoalsAgainst,evenStrengthGoalsFor,evenStrengthGoalsForPct,evenStrengthTimeOnIcePerGame,faceoffWinPct,firstGoals,gameWinningGoals,gamesPlayed,giveaways,giveawaysPer60,goals,hits,hitsPer60,lastName,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,penaltyMinutes,plusMinus,points,pointsPerGame,positionCode,powerPlayGoalFor,powerPlayGoalsAgainst,powerPlayTimeOnIcePerGame,ppAssists,ppGoals,ppGoalsAgainstPer60,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPoints,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,satPercentage,satPercentageAhead,satPercentageBehind,satPercentageClose,satPercentageTied,satRelative,seasonId,shAssists,shGoals,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPoints,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,shootingPct,shootingPct5v5,shootsCatches,shortHandedGoalsAgainst,shortHandedGoalsFor,shortHandedTimeOnIcePerGame,shotAttemptsBlocked,shots,skaterFullName,skaterSavePct5v5,skaterShootingPlusSavePct5v5,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame,timeOnIcePerGame5v5,totalShotAttempts,usatPercentage,usatPercentageAhead,usatPercentageBehind,usatPercentageTied,usatPrecentageClose,usatRelative,zoneStartPct5v5,topShotSpeed.imperial,topShotSpeed.metric,topShotSpeed.percentile,topShotSpeed.leagueAvg.imperial,topShotSpeed.leagueAvg.metric,skatingSpeed.speedMax.imperial,skatingSpeed.speedMax.metric,skatingSpeed.speedMax.percentile,skatingSpeed.speedMax.leagueAvg.imperial,skatingSpeed.speedMax.leagueAvg.metric,skatingSpeed.burstsOver20.value,skatingSpeed.burstsOver20.percentile,skatingSpeed.burstsOver20.leagueAvg.value,totalDistanceSkated.imperial,totalDistanceSkated.metric,totalDistanceSkated.percentile,totalDistanceSkated.leagueAvg.imperial,totalDistanceSkated.leagueAvg.metric,distanceMaxGame.imperial,distanceMaxGame.metric,distanceMaxGame.percentile,distanceMaxGame.leagueAvg.imperial,distanceMaxGame.leagueAvg.metric,zoneTimeDetails.offensiveZonePctg,zoneTimeDetails.offensiveZonePercentile,zoneTimeDetails.offensiveZoneLeagueAvg,zoneTimeDetails.offensiveZoneEvPctg,zoneTimeDetails.offensiveZoneEvPercentile,zoneTimeDetails.offensiveZoneEvLeagueAvg,zoneTimeDetails.neutralZonePctg,zoneTimeDetails.neutralZonePercentile,zoneTimeDetails.neutralZoneLeagueAvg,zoneTimeDetails.defensiveZonePctg,zoneTimeDetails.defensiveZonePercentile,zoneTimeDetails.defensiveZoneLeagueAvg,highDangerShots,highDangerGoals,midDangerShots,longDangerShots,shotsCrease,shotsLowSlot,shotsHighSlot,goalsPer60,assistsPer60,pointsPer60,shotsPer60,missedShotsPer60,totalShotAttemptsPer60,penaltyMinutesPer60,highDangerShotsPer60,longDangerShotsPer60,evGoalsPer60,evPointsPer60,ppAssistsPer60,shAssistsPer60
8481535,17,23,1.5801528406270213,0.0,1,1.0,8,24,5.0,32.0,37.0,0.536231,686.694444,0.0,5,2,72,36,2.473282707068381,8,76,5.221374603811027,Hoglander,0,0.0,2,3,1,28,34,0,30,5,25,0.34722,L,4.0,0.0,40.541,1,0,0.0,4.93319,0.0,5,6.166596778569843,1,1.2333193557139686,1,1.2333193557139686,0,0.0,0.0,5,6.166596778569843,2919,0.141,40.541,0.504,0.46,0.542,0.516,0.513,0.02,20242025,0.0,0,0.0,1.0,92.42144177449167,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.42144177449167,39.0,0.00188,0.541,0.09638,0.103,L,0.0,0.0,0.541,35,83,Nils Hoglander,0.927,1.03,13,0.8931298664413598,VAN,727.7777,677.388,152,0.496,0.452,0.531,0.508,0.509,0.014,0.56,83.96,135.1205,0.3855,83.9219,135.0592,22.237,35.787,0.48,22.1829,35.6998,88.0,0.63,76.4559,143.4993,230.9284,0.5067,127.079,204.5038,2.9182,4.6962,0.49,2.9007,4.668,0.42997609,0.6246913580247,0.4234038,0.42506731,0.7802469135802,0.41293798,0.17583534,0.3061728395062,0.17830407,0.39418857,0.5777777777778,0.39829213,29,5,31,2,7,22,12,0.5496183793485291,1.1679390561156244,1.7175574354641536,5.70229068574099,2.335878112231249,10.442749207622054,2.0610689225569843,1.992366625138418,0.13740459483713227,0.5825007082771738,1.7475021248315212,1.2333193557139686,0.0
8481540,33,31,1.254863244430163,0.0,0,0.0,27,53,14.0,58.0,72.0,0.553846,898.365853,0.4,4,8,82,56,2.266849731873843,37,66,2.671644326851315,Caufield,3,1.0,14,5,6,83,112,1,14,9,70,0.85365,R,37.0,0.0,185.646,7,10,0.0,8.74991,2.3648470219875595,67,15.84447504731665,17,4.020239937378851,3,0.7094541065962678,4,0.9459388087950238,0.238,42,9.93235749234775,15223,0.655,185.646,0.509,0.514,0.536,0.51,0.479,0.044,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.00177,0.548,0.15416,0.11,R,5.0,0.0,0.548,80,240,Cole Caufield,0.912,1.022,23,0.9310275684481856,MTL,1084.5609,836.06,432,0.514,0.551,0.507,0.496,0.523,0.059,0.586,88.85,142.9902,0.7088,83.9219,135.0592,22.162,35.667,0.4383,22.1829,35.6998,98.0,0.675,76.4559,247.7894,398.759,0.9383,127.079,204.5038,4.0034,6.4425,0.9383,2.9007,4.668,0.44280659,0.8,0.4234038,0.41153624,0.4987654320988,0.41293798,0.17184325,0.1283950617284,0.17830407,0.38535016,0.7135802469136,0.39829213,63,18,77,10,8,55,22,1.4977400014166462,1.3358221634256575,2.833562164842304,9.715070279459328,4.533699463747686,17.48712650302679,0.5667124329684607,2.5502059483580735,0.40479459497747194,1.3194689554373975,2.5900686903030397,1.6553929153912916,0.0
8481542,38,181,5.282315508742791,2.0,0,2.0,4,22,-1.0,75.0,74.0,0.496644,1210.914634,0.0,0,0,82,85,2.4806454046582163,8,212,6.187021479853434,Seider,4,2.0,5,13,2,68,94,0,40,-5,46,0.56097,D,45.0,34.0,176.634,20,4,12.78195,11.18475,0.9942013207964547,63,15.658670802544163,24,5.965207924778729,8,1.9884026415929095,12,2.9826039623893643,0.095,42,10.439113868362774,14484,0.642,176.634,0.505,0.47,0.558,0.512,0.487,0.032,20242025,0.0,0,0.0,5.0,1.8797070998625725,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.503765679890058,9576.0,0.54576,116.78,0.04938,0.08,R,4.0,0.0,116.78,112,162,Moritz Seider,0.921,1.001,30,0.8755219075264293,DET,1504.3292,1123.987,368,0.502,0.475,0.546,0.484,0.513,0.036,0.448,95.54,153.7567,0.8139,89.6942,144.3488,22.883,36.826,0.9057,21.5917,34.7484,38.0,0.7233,29.3542,291.2999,468.7788,0.9906,135.9015,218.7017,4.2038,6.765,0.8931,3.3061,5.3204,0.42886718,0.6995708154506,0.41878266,0.4159055,0.3991416309013,0.42235274,0.17102492,0.0729613733906,0.17862522,0.4001079,0.5364806866953,0.40259211,6,0,30,75,0,6,9,0.2334725086737145,1.108994416200144,1.3424669248738583,4.727818300642719,2.743301976916145,10.739735398990867,1.1673625433685724,0.17510438150528587,2.188804768816073,0.1450224079937587,0.7976232439656729,4.971006603982274,0.0
8481546,13,126,5.51147638104913,0.0,0,0.0,4,17,-11.0,61.0,50.0,0.45045,1121.833333,0.0,0,1,66,90,3.9367688436065214,4,60,2.6245125624043477,York,3,0.0,1,1,1,42,48,0,26,-8,17,0.25757,D,0.0,14.0,8.727,0,0,6.55908,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,576,0.033,8.727,0.494,0.454,0.516,0.493,0.5,-0.002,20242025,0.0,0,0.0,1.0,0.4685069620134555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7684.0,0.49161,116.424,0.06153,0.083,L,0.0,3.0,116.424,56,65,Cam York,0.881,0.964,25,1.0935469010018115,PHI,1246.9848,1079.106,169,0.503,0.481,0.503,0.523,0.512,-0.015,0.451,84.97,136.746,0.1798,89.6942,144.3488,22.203,35.733,0.7075,21.5917,34.7484,24.0,0.544,29.3542,198.8695,320.0338,0.6981,135.9015,218.7017,3.7594,6.05,0.7579,3.3061,5.3204,0.40499589,0.3218884120172,0.41878266,0.41736953,0.4334763948498,0.42235274,0.18672674,0.8884120171674,0.17862522,0.40827738,0.4248927038627,0.40259211,10,0,22,18,2,8,8,0.17496750416028983,0.568644388520942,0.7436118926812318,2.84322194260471,2.099610049923478,7.392377050772246,1.137288777041884,0.43741876040072464,0.7873537687213042,0.19448683843112205,0.8265690633322688,0.0,0.0
8481553,29,30,1.5363168248546426,1.0,0,1.0,10,37,-6.0,54.0,48.0,0.470588,769.911392,0.29824,3,2,79,58,2.970212528052309,12,98,5.018634961191832,Brink,2,0.0,5,6,2,39,54,0,22,-11,41,0.51898,R,12.0,1.0,118.468,2,2,31.03469,4.61587,0.769315262402751,34,13.078359460846768,4,1.538630524805502,0,0.0,2,0.769315262402751,0.1,20,7.693152624027511,9359,0.445,118.468,0.487,0.455,0.522,0.477,0.476,0.006,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.00616,1.468,0.11428,0.114,R,5.0,0.0,1.468,54,105,Bobby Brink,0.874,0.988,21,1.0754217773982497,PHI,889.8481,736.025,213,0.493,0.505,0.503,0.472,0.485,-0.008,0.393,88.34,142.1694,0.6902,83.9219,135.0592,22.511,36.229,0.6167,22.1829,35.6998,98.0,0.675,76.4559,197.0988,317.1843,0.7367,127.079,204.5038,3.7559,6.0443,0.87,2.9007,4.668,0.43937931,0.7506172839506,0.4234038,0.42024888,0.7037037037037,0.41293798,0.1813684,0.6913580246914,0.17830407,0.37925229,0.7925925925926,0.39829213,46,8,19,12,8,38,7,0.614526729941857,1.4851062640261545,2.0996329939680116,5.377108886991249,2.7653702847383568,10.907849456467963,1.1266323382267378,2.3556857981104518,0.614526729941857,0.5918813609808823,2.1899610356292647,0.769315262402751,0.0
8481554,30,28,1.3617758337190864,1.0,1,2.0,10,36,0.0,54.0,54.0,0.5,843.164556,0.5,2,2,79,59,2.8694562210509322,14,68,3.30716988188921,Kakko,2,0.0,5,5,1,45,58,0,38,-2,44,0.55696,R,12.0,0.0,93.341,4,4,0.0,5.85842,1.9528233146490634,27,13.181557373881178,8,3.905646629298127,1,0.48820582866226586,3,1.4646174859867975,0.181,22,10.740528230569849,7374,0.358,93.341,0.492,0.47,0.486,0.493,0.524,0.014,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.00182,0.468,0.11965,0.095,L,2.0,0.0,0.468,61,117,Kaapo Kakko,0.911,1.006,18,0.8754273216765556,"NYR,SEA",936.9746,806.0,236,0.491,0.486,0.479,0.513,0.495,0.015,0.518,87.74,141.2038,0.6448,83.9219,135.0592,21.153,34.042,0.105,22.1829,35.6998,27.0,0.3167,76.4559,189.8933,305.5888,0.695,127.079,204.5038,3.2804,5.279,0.6767,2.9007,4.668,0.42210783,0.5407407407407,0.4234038,0.40724593,0.4074074074074,0.41293798,0.18180745,0.7259259259259,0.17830407,0.39608472,0.5555555555556,0.39829213,35,8,32,5,7,28,4,0.6808879168595432,1.4590455361275927,2.139933452987136,5.690277590897611,2.820821369846679,11.477824884203729,1.8481243457616172,1.702219792148858,0.24317425602126544,0.5404593910985576,1.9456538079548074,1.9528233146490634,0.0
8481556,8,71,4.840267535448484,2.0,1,3.0,3,11,-10.0,34.0,24.0,0.413793,581.884615,0.52029,1,0,78,49,3.340466327281348,3,85,5.794686486100297,Beecher,0,0.0,4,0,0,31,35,0,26,-9,11,0.14102,C,0.0,16.0,4.179,0,0,8.11953,0.0,0.0,2,22.088464299519572,0,0.0,0,0.0,0,0.0,0.0,1,11.044232149759786,326,0.014,4.179,0.432,0.407,0.46,0.415,0.421,-0.053,20242025,0.0,0,0.0,7.0,3.5523257584215493,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5373755417296784,7094.0,0.32233,90.948,0.06818,0.075,L,0.0,1.0,90.948,19,44,John Beecher,0.907,0.982,14,0.9544189506518137,BOS,677.0128,575.166,98,0.456,0.46,0.468,0.436,0.43,-0.022,0.177,85.28,137.2449,0.463,83.9219,135.0592,22.808,36.706,0.76,22.1829,35.6998,172.0,0.9133,76.4559,145.3916,233.9738,0.5117,127.079,204.5038,2.4266,3.9051,0.2633,2.9007,4.668,0.37061113,0.0246913580247,0.4234038,0.38561918,0.0543209876543,0.41293798,0.17478017,0.2567901234568,0.17830407,0.4546087,0.0345679012346,0.39829213,15,1,12,4,6,9,2,0.20451834656824577,0.5453822575153221,0.7499006040835678,2.9996024163342714,2.3860473766295343,6.680932654562696,1.7724923369247967,1.0225917328412288,0.27269112875766105,0.23795359920546869,0.8724965304200518,0.0,0.0
8481557,46,69,2.488529292532401,2.0,3,5.0,21,52,5.0,65.0,70.0,0.518518,1003.59756,0.464,3,10,82,84,3.0295139213437925,27,52,1.8754133798794905,Boldy,7,0.0,13,12,2,120,154,2,51,1,73,0.89024,L,32.0,7.0,190.853,15,6,13.45437,7.36102,1.3801964556299429,94,21.623077804869105,21,4.8306875947048,6,1.3801964556299429,9,2.070294683444914,0.089,67,15.412193754534362,15650,0.743,190.853,0.514,0.488,0.515,0.496,0.536,0.05,20242025,0.0,0,0.0,3.0,5.766267548407282,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9220891828024274,1873.0,0.09491,22.841,0.09963,0.081,L,4.0,0.0,22.841,125,271,Matt Boldy,0.919,1.0,43,1.5508226025926557,MIN,1217.2926,917.17,550,0.527,0.522,0.526,0.532,0.507,0.064,0.48,91.74,147.6412,0.8687,83.9219,135.0592,23.002,37.019,0.8433,22.1829,35.6998,103.0,0.695,76.4559,259.3385,417.3445,0.9717,127.079,204.5038,3.9641,6.3794,0.9283,2.9007,4.668,0.44821656,0.8518518518519,0.4234038,0.42094132,0.7185185185185,0.41293798,0.17413127,0.2148148148148,0.17830407,0.37765217,0.8172839506173,0.39829213,62,9,94,38,8,54,33,0.9737723318605047,1.659019528354934,2.6327918602154385,9.773788960525806,5.554108855796953,19.836103056417688,1.839347737958731,2.236069799087085,1.3704943929888584,0.9186463342061086,2.2747433037484592,3.450491139074857,0.0
8481559,43,29,1.3427480964983054,1.0,0,1.0,20,41,13.0,48.0,61.0,0.559633,1012.096774,0.37631,6,7,62,87,4.028244289494916,27,7,0.32411160949959095,Hughes,0,3.0,6,3,4,76,92,2,18,12,70,1.12903,C,39.0,1.0,192.709,21,6,1.17916,11.75092,1.8078403020834186,65,19.584936605903703,27,8.135281359375384,12,3.6156806041668372,9,2.711760453125128,0.127,47,14.161415699653446,11948,0.731,192.709,0.546,0.53,0.571,0.538,0.541,0.059,20242025,1.0,1,1.1791904333590353,10.0,11.791904333590352,2,2.3583808667180706,1.0,1.1791904333590353,0.0,0.0,0.111,9.0,10.612713900231318,3053.0,0.171,49.241,0.1179,0.1,L,3.0,2.0,49.241,144,229,Jack Hughes,0.915,1.015,22,1.0186364869987143,NJD,1254.0483,920.983,465,0.543,0.536,0.551,0.542,0.539,0.061,0.702,86.35,138.9669,0.537,83.9219,135.0592,23.334,37.552,0.9467,22.1829,35.6998,161.0,0.88,76.4559,229.8663,369.9159,0.88,127.079,204.5038,4.7315,7.6143,0.9983,2.9007,4.668,0.44726197,0.8395061728395,0.4234038,0.41782638,0.637037037037,0.41293798,0.18286867,0.7827160493827,0.17830407,0.36986936,0.879012345679,0.39829213,58,15,79,14,9,49,29,1.2501447794984222,1.9909713154974873,3.2411160949959092,10.603079796486618,4.259752581994624,21.530271202472825,0.8334298529989481,2.685496192996611,0.6482232189991819,1.1474103587851623,2.352191235509583,6.327441057291965,1.1791904333590353
8481560,1,2,0.7645747702728911,0.0,0,0.0,3,4,2.0,5.0,7.0,0.583333,654.214285,0.0,1,0,14,4,1.5291495405457822,3,7,2.676011695955119,Kaliyev,0,1.0,0,0,0,5,6,0,2,2,4,0.28571,R,0.0,0.0,18.428,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,258,0.085,18.428,0.489,0.375,0.6,0.53,0.465,-0.008,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285,0.104,L,0.0,0.0,0.0,8,21,Arthur Kaliyev,0.931,1.035,0,0.0,NYR,672.6428,654.214,35,0.465,0.327,0.573,0.458,0.532,-0.051,0.589,84.28,135.6355,0.3939,83.9219,135.0592,21.772,35.038,0.2883,22.1829,35.6998,11.0,0.185,76.4559,26.3645,42.4275,0.22,127.079,204.5038,2.164,3.4824,0.1717,2.9007,4.668,0.37908326,0.0641975308642,0.4234038,0.37739991,0.0197530864198,0.41293798,0.18561533,0.8864197530864,0.17830407,0.43530141,0.1012345679012,0.39829213,7,2,4,2,2,5,0,1.1468621554093368,0.38228738513644556,1.5291495405457822,8.028035087865357,2.2937243108186736,13.380058479775595,0.7645747702728911,2.676011695955119,0.7645747702728911,1.1791680327319227,1.5722240436425636,0.0,0.0
8481563,9,73,4.783400212112128,0.0,0,0.0,4,12,4.0,33.0,37.0,0.528571,921.964285,0.0,1,1,56,47,3.0797234242365756,4,99,6.487076999987681,Helleson,0,0.0,3,1,1,24,29,0,47,6,13,0.23214,D,0.0,5.0,0.678,0,0,5.50122,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,38,0.002,0.678,0.439,0.407,0.459,0.437,0.442,-0.036,20242025,1.0,0,0.0,1.0,1.1002552592201391,1,1.1002552592201391,0.0,0.0,1.0,1.1002552592201391,0.0,1.0,1.1002552592201391,3272.0,0.19872,58.428,0.06349,0.109,R,0.0,2.0,58.428,60,63,Drew Helleson,0.929,1.038,17,1.1139425151493998,ANA,981.0714,898.785,152,0.419,0.391,0.434,0.426,0.422,-0.055,0.468,85.16,137.0517,0.1893,89.6942,144.3488,22.248,35.805,0.7296,21.5917,34.7484,17.0,0.4497,29.3542,125.2642,201.5834,0.4465,135.9015,218.7017,3.1572,5.0807,0.3931,3.3061,5.3204,0.37620663,0.0042918454936,0.41878266,0.38140496,0.0,0.42235274,0.17388811,0.2017167381974,0.17862522,0.44990526,0.0171673819742,0.40259211,2,0,8,37,0,2,3,0.26210412121162346,0.5897342727261529,0.8518383939377763,4.128139909083069,1.9002548787842701,9.959956606041692,3.0797234242365756,0.13105206060581173,2.424463121207517,0.2789076120696553,0.8367228362089659,0.0,1.1002552592201391
8481567,10,66,3.768497756887357,0.0,0,0.0,2,12,-23.0,54.0,31.0,0.364705,966.933333,0.0,0,0,60,37,2.1126426818913973,2,43,2.4552333870629752,Thrun,0,0.0,0,0,2,20,22,0,30,-23,12,0.2,D,0.0,7.0,14.1,0,0,6.01863,0.0,0.0,2,8.51063829787234,0,0.0,0,0.0,0,0.0,0.0,2,8.51063829787234,846,0.051,14.1,0.423,0.433,0.399,0.444,0.453,-0.045,20242025,0.0,0,0.0,1.0,0.859808262757405,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.859808262757405,4187.0,0.23,69.783,0.03846,0.078,L,0.0,0.0,69.783,40,52,Henry Thrun,0.894,0.972,12,0.6851814103431558,SJS,1050.8166,948.433,114,0.417,0.45,0.369,0.462,0.455,-0.046,0.47,92.23,148.4298,0.6372,89.6942,144.3488,21.189,34.1,0.283,21.5917,34.7484,20.0,0.5,29.3542,141.1469,227.1428,0.4843,135.9015,218.7017,3.3483,5.3883,0.5252,3.3061,5.3204,0.39329319,0.1459227467811,0.41878266,0.39710816,0.0643776824034,0.42235274,0.17738173,0.3948497854077,0.17862522,0.42932508,0.1459227467811,0.40259211,0,0,8,29,0,0,1,0.11419690172385931,0.5709845086192965,0.6851814103431558,2.969119444820342,1.2561659189624523,6.50922339825998,1.7129535258578896,0.0,1.65585507499596,0.12410369557504954,0.7446221734502972,0.0,0.0
8481568,26,157,4.938271932853369,1.0,0,1.0,3,17,-27.0,96.0,69.0,0.418181,1153.304878,0.0,3,0,82,97,3.0510342515081326,4,59,1.8557837199894829,Vlasic,2,0.0,1,3,0,40,46,0,12,-23,30,0.36585,D,15.0,34.0,84.792,11,1,9.46709,7.76643,0.5177662872015077,21,10.873092031231662,12,6.2131954464180925,4,2.071065148806031,7,3.624364010410554,0.058,17,8.802026882425631,6953,0.388,84.792,0.432,0.412,0.432,0.434,0.449,-0.024,20242025,1.0,0,0.0,4.0,1.1137804027244307,1,0.27844510068110767,1.0,0.27844510068110767,0.0,0.0,0.0,3.0,0.8353353020433231,12929.0,0.56108,157.67,0.03883,0.106,L,0.0,4.0,157.67,62,103,Alex Vlasic,0.88,0.986,53,1.6670599518549591,CHI,1395.7682,1100.89,211,0.432,0.413,0.416,0.468,0.443,-0.007,0.435,101.92,164.0243,0.9874,89.6942,144.3488,22.797,36.689,0.8931,21.5917,34.7484,75.0,0.9088,29.3542,263.2537,423.645,0.9403,135.9015,218.7017,3.6744,5.9132,0.7327,3.3061,5.3204,0.3913173,0.1201716738197,0.41878266,0.39719595,0.068669527897,0.42235274,0.17527872,0.2703862660944,0.17862522,0.43340398,0.1115879828326,0.40259211,3,0,22,54,0,3,1,0.12581584542301577,0.8178029952496025,0.9436188406726184,3.2397580196426565,1.4468822223646816,6.6367858460640825,0.37744753626904737,0.09436188406726184,1.698513913210713,0.11419991329748866,0.6471328420191024,5.695429159216585,0.27844510068110767
8481572,1,16,3.7590553587859756,0.0,0,0.0,0,1,6.0,3.0,9.0,0.75,831.166666,0.0,0,0,18,15,3.524114398861852,0,8,1.8795276793929878,Heinola,0,0.0,0,0,1,13,14,0,4,6,1,0.05555,D,0.0,0.0,10.5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,189,0.043,10.5,0.485,0.473,0.482,0.484,0.503,0.011,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.03738,9.611,0.0,0.095,L,0.0,0.0,9.611,12,12,Ville Heinola,0.972,1.067,7,1.6445867194688644,WPG,851.2777,824.444,38,0.495,0.535,0.454,0.481,0.463,0.009,0.433,83.85,134.9435,0.1388,89.6942,144.3488,21.52,34.632,0.4465,21.5917,34.7484,9.0,0.2987,29.3542,37.6922,60.6567,0.2233,135.9015,218.7017,2.6494,4.2636,0.1698,3.3061,5.3204,0.42489737,0.618025751073,0.41878266,0.42295489,0.5450643776824,0.42235274,0.18010733,0.587982832618,0.17862522,0.3949953,0.6137339055794,0.40259211,1,0,2,6,0,1,1,0.0,0.23494095992412348,0.23494095992412348,2.819291519089482,3.2891734389377287,8.927756477116692,0.9397638396964939,0.23494095992412348,1.409645759544741,0.0,0.24062562682223831,0.0,0.0
8481577,13,23,1.7313844947526043,0.0,0,0.0,8,16,-10.0,34.0,24.0,0.413793,696.672131,0.29411,1,6,61,32,2.4088827753079713,11,63,4.7424879638875685,Tomasino,1,1.0,4,1,0,30,37,0,8,-10,24,0.39344,R,16.0,0.0,87.213,5,3,0.0,10.82707,2.0300778591250026,28,18.94739335183336,8,5.413540957666674,3,2.0300778591250026,2,1.3533852394166686,0.166,18,12.180467154750016,5320,0.325,87.213,0.521,0.466,0.571,0.532,0.514,0.015,20242025,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.00035,0.098,0.10576,0.073,R,0.0,0.0,0.098,36,104,Philip Tomasino,0.901,0.974,17,1.2797189743823596,"NSH,PIT",783.9836,689.18,177,0.504,0.461,0.535,0.504,0.52,0.002,0.603,83.56,134.4768,0.3603,83.9219,135.0592,21.934,35.299,0.36,22.1829,35.6998,56.0,0.475,76.4559,132.3681,213.0153,0.4767,127.079,204.5038,2.9002,4.6671,0.4767,2.9007,4.668,0.45027511,0.8740740740741,0.4234038,0.44086583,0.9185185185185,0.41293798,0.18169545,0.7185185185185,0.17830407,0.36802944,0.8938271604938,0.39829213,37,7,31,7,2,35,14,0.828053454012115,0.9786086274688632,1.8066620814809784,7.828869019750906,2.7852707089498416,13.324132850922215,0.6022206938269928,2.7852707089498416,0.5269431070986187,0.6776948962538356,1.3553897925076712,3.383463098541671,0.0
8481580,31,36,1.5671480836749987,0.0,0,0.0,22,46,23.0,53.0,76.0,0.589147,860.329268,0.46788,4,5,82,68,2.9601686024972196,26,39,1.697743757314582,McMichael,1,2.0,8,7,5,56,79,0,49,19,57,0.69512,L,17.0,2.0,107.036,6,4,2.13396,6.97277,1.6406606758245914,37,15.17611125137747,10,4.1016516895614785,2,0.8203303379122957,4,1.6406606758245914,0.148,27,11.074459561815992,8777,0.41,107.036,0.492,0.482,0.489,0.496,0.505,-0.013,20242025,1.0,0,0.0,3.0,3.2009749932720246,1,1.0669916644240083,1.0,1.0669916644240083,0.0,0.0,0.0,3.0,3.2009749932720246,3374.0,0.1433,41.146,0.14689,0.12,L,5.0,1.0,41.146,65,177,Connor McMichael,0.91,1.03,20,0.8706378242638881,WSH,1008.5121,813.865,321,0.51,0.528,0.484,0.515,0.511,-0.003,0.521,86.58,139.337,0.5623,83.9219,135.0592,22.786,36.671,0.7517,22.1829,35.6998,183.0,0.9333,76.4559,218.8533,352.193,0.8383,127.079,204.5038,3.3316,5.3615,0.6967,2.9007,4.668,0.40295886,0.2641975308642,0.4234038,0.39104411,0.1185185185185,0.41293798,0.17540205,0.283950617284,0.17830407,0.42163909,0.2345679012346,0.39829213,85,15,46,14,10,75,21,1.1318291715430546,1.3494886276090265,2.481317799152081,7.70514474473541,3.439019405842358,13.973737079435404,2.133062669446526,3.7002107531215245,0.6094464769847217,1.1226558184890036,2.347371256840644,2.460991013736887,1.0669916644240083
